YEAR,STATE,ST_CASE,VEH_NO,A_WRONGWAYDRV,A_DRDIS,A_DRDRO,A_VRD,A_BODY,A_IMP1,A_VROLL,A_LIC_S,A_LIC_C,A_CDL_S,A_MC_L_S,A_SPVEH,A_SBUS,A_MOD_YR,A_FIRE_EXP
2020,6,60315,2,2,2,2,2,9,4,2,1,1,2,4,2,3,2012,1
2020,6,60316,1,2,2,2,1,1,2,1,1,1,2,4,2,3,2008,1
2020,6,60317,1,2,2,2,1,7,2,2,4,1,2,1,1,3,2018,1
2020,6,60317,2,2,2,2,2,2,2,2,2,2,2,4,2,3,1997,1
2020,6,60319,1,2,2,2,1,7,7,2,4,1,2,1,2,3,1997,1
2020,6,60320,1,2,2,2,1,1,5,2,1,1,2,4,1,3,2015,1
2020,6,60321,1,1,2,2,2,1,2,2,2,2,2,4,2,3,2017,1
2020,6,60321,2,2,2,2,2,2,2,1,1,1,2,4,2,3,2017,1
2020,6,60322,1,2,2,2,2,7,2,2,4,1,2,1,1,3,2018,1
2020,6,60322,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2015,1
2020,6,60323,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2014,1
2020,6,60323,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2005,1
2020,6,60324,1,2,2,2,2,1,2,2,1,1,2,4,2,3,1989,1
2020,6,60325,1,2,2,2,1,4,5,2,1,1,2,4,2,3,2018,1
2020,6,60325,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2018,1
2020,6,60326,1,1,2,2,1,1,3,2,1,1,2,4,2,3,2009,1
2020,6,60326,2,2,2,2,2,2,3,2,1,1,2,4,2,3,2015,1
2020,6,60327,1,2,2,2,2,1,2,2,1,1,1,4,2,3,2008,1
2020,6,60328,1,2,2,2,2,7,2,2,4,2,2,3,2,3,2012,1
2020,6,60328,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2015,1
2020,6,60328,3,2,2,2,2,6,5,2,1,1,1,4,2,3,2017,1
2020,6,60329,1,2,2,2,2,7,2,2,4,2,2,3,1,3,2006,1
2020,6,60329,2,2,2,2,2,1,2,2,1,1,2,4,1,3,2005,1
2020,6,60330,1,2,2,2,1,1,5,1,2,2,2,4,2,3,2005,1
2020,6,60331,1,2,2,2,2,2,2,1,1,1,2,4,2,3,1992,1
2020,6,60331,2,2,2,2,2,3,2,1,1,1,2,4,2,3,2018,1
2020,6,60332,1,2,2,2,2,2,4,2,1,1,2,4,2,3,2015,1
2020,6,60333,1,2,2,2,1,1,7,1,1,1,2,4,2,3,2000,1
2020,6,60334,1,2,2,2,1,1,5,2,1,1,2,4,1,3,2011,1
2020,6,60334,2,2,2,2,2,6,2,2,1,1,2,4,2,3,2017,1
2020,6,60334,3,2,2,2,2,3,2,2,1,1,2,4,2,3,2011,1
2020,6,60334,4,2,2,2,2,1,2,2,1,1,2,4,2,3,2018,1
2020,6,60334,5,2,2,2,2,2,2,2,1,1,2,4,2,3,2018,1
2020,6,60335,1,2,2,2,1,2,1,1,1,1,2,4,2,3,1989,1
2020,6,60336,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2008,1
2020,6,60337,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2013,1
2020,6,60338,1,2,2,2,2,1,2,2,1,1,1,4,2,3,2014,1
2020,6,60339,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2005,1
2020,6,60340,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2006,1
2020,6,60341,1,2,2,2,1,3,7,1,1,1,2,4,2,3,2003,1
2020,6,60342,1,2,2,2,1,1,1,1,1,1,2,4,2,3,2014,1
2020,6,60343,1,2,2,2,1,1,2,2,1,1,2,4,2,3,1996,1
2020,6,60343,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2016,1
2020,6,60344,1,2,2,2,1,1,1,1,2,2,2,4,2,3,2009,1
2020,6,60345,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2001,1
2020,6,60345,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2007,1
2020,6,60346,1,2,2,2,2,9,3,2,3,3,3,4,2,3,9999,1
2020,6,60346,2,2,2,2,2,1,5,2,1,1,2,4,2,3,1996,1
2020,6,60347,1,2,2,2,2,3,2,2,1,1,2,4,1,3,2007,1
2020,6,60348,1,2,2,2,2,2,2,2,1,1,2,4,2,3,1998,1
2020,6,60349,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1
2020,6,60350,1,2,2,2,2,1,7,2,1,1,2,4,2,3,2005,1
2020,6,60351,1,2,2,2,1,2,7,1,1,1,2,4,2,3,1990,1
2020,6,60352,1,2,2,2,2,7,2,2,4,2,2,3,1,3,2005,2
2020,6,60352,2,2,2,2,2,6,4,2,1,1,2,4,2,3,2008,1
2020,6,60352,3,2,2,2,2,2,4,2,1,1,2,4,2,3,2017,1
2020,6,60353,1,2,2,2,2,6,2,2,1,1,2,4,2,3,2019,1
2020,6,60354,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1
2020,6,60356,1,2,2,2,1,2,2,1,1,1,2,4,2,3,2004,1
2020,6,60357,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1
2020,6,60358,1,2,2,2,1,1,5,2,1,1,2,4,1,3,2000,1
2020,6,60359,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2006,1
2020,6,60359,2,2,2,2,2,6,5,2,1,1,1,4,2,3,2014,1
2020,6,60360,1,2,2,2,2,2,2,2,1,1,1,4,1,3,1995,1
2020,6,60360,2,2,2,2,2,6,4,2,1,1,1,4,2,3,2017,1
2020,6,60361,1,2,2,2,1,1,1,1,1,1,2,4,2,3,2001,1
2020,6,60362,1,2,2,2,1,7,2,2,4,1,2,1,2,3,1987,1
2020,6,60362,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2013,1
2020,6,60363,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2018,1
2020,6,60363,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2013,1
2020,6,60364,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2017,1
2020,6,60365,1,2,2,1,1,1,7,2,1,1,2,4,1,3,2014,1
2020,6,60365,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2014,1
2020,6,60366,1,2,2,2,2,1,2,2,1,1,2,4,2,3,1997,1
2020,6,60367,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2007,1
2020,6,60368,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2007,1
2020,6,60368,2,2,2,2,2,2,5,2,1,1,2,4,2,3,2017,1
2020,6,60369,1,2,2,2,1,7,1,2,4,1,2,1,2,3,2018,1
2020,6,60370,1,2,2,2,1,1,5,2,2,2,2,4,1,3,2016,1
2020,6,60371,1,2,2,2,1,3,2,2,2,2,2,4,1,3,2000,1
2020,6,60371,2,2,2,2,2,1,2,2,1,1,2,4,2,3,1996,1
2020,6,60372,1,2,2,2,1,2,3,2,1,1,2,4,1,3,2014,1
2020,6,60373,1,2,2,2,2,7,1,2,4,1,2,1,2,3,2018,1
2020,6,60373,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2018,1
2020,6,60374,1,2,2,2,1,7,1,2,4,2,2,3,2,3,2012,1
2020,6,60375,1,2,2,2,1,7,7,2,4,2,2,3,2,3,1996,1
2020,6,60376,1,2,2,2,1,1,1,1,3,3,3,4,2,3,2018,2
2020,6,60377,1,2,2,2,2,1,3,2,1,1,2,4,2,3,2005,1
2020,6,60377,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2015,1
2020,6,60378,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2006,1
2020,6,60379,1,2,2,2,2,9,1,1,1,1,1,4,2,3,2019,1
2020,6,60381,1,2,2,2,2,6,3,2,1,1,1,4,2,3,2010,1
2020,6,60381,2,2,2,2,2,7,2,2,4,1,2,1,2,3,2009,1
2020,6,60381,3,2,2,2,2,3,2,2,1,1,2,4,2,3,2013,1
2020,6,60382,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2018,1
2020,6,60383,1,2,2,2,2,7,1,2,4,2,2,3,1,3,2001,1
2020,6,60384,1,2,2,2,1,1,2,2,2,2,2,4,2,3,2008,1
2020,6,60385,1,2,2,2,1,2,5,2,1,1,2,4,1,3,2003,1
2020,6,60386,1,2,2,2,2,2,3,2,1,1,2,4,2,3,1999,1
2020,6,60386,2,2,2,2,2,7,2,2,4,2,2,2,1,3,2006,1
2020,6,60387,1,2,2,2,1,2,7,2,2,2,2,4,2,3,1990,1
2020,6,60388,1,2,2,2,1,1,7,2,2,2,2,4,2,3,2006,1
2020,6,60390,1,2,2,2,1,7,7,2,4,1,2,1,1,3,2004,1
2020,6,60391,1,2,2,2,1,7,2,2,4,1,2,1,2,3,2007,1
2020,6,60393,1,2,2,2,1,4,2,2,1,1,2,4,2,3,1999,1
2020,6,60394,1,2,2,2,1,1,2,1,1,1,2,4,2,3,2002,1
2020,6,60394,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2012,1
2020,6,60395,1,2,2,2,1,1,7,1,1,1,2,4,2,3,2018,1
2020,6,60396,1,2,2,2,1,1,2,1,1,1,2,4,2,3,2002,1
2020,6,60397,1,2,2,2,1,1,2,1,2,2,2,4,2,3,2015,2
2020,6,60397,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2003,1
2020,6,60398,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2007,1
2020,6,60398,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2017,1
2020,6,60398,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2020,1
2020,6,60399,1,2,2,2,1,1,7,2,1,1,2,4,1,3,2007,1
2020,6,60400,1,2,2,2,2,1,2,2,2,2,2,4,1,3,2019,2
2020,6,60400,2,2,2,2,2,2,5,2,1,1,2,4,2,3,2017,2
2020,6,60400,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2018,2
2020,6,60400,4,2,2,2,2,1,5,2,1,1,2,4,2,3,2019,1
2020,6,60400,5,2,2,2,2,3,6,2,1,1,2,4,2,3,2006,1
2020,6,60401,1,2,2,2,1,7,3,2,4,2,2,3,1,3,2019,1
2020,6,60402,1,2,2,2,2,6,2,2,1,1,2,4,2,3,2018,1
2020,6,60402,2,2,2,2,2,1,5,2,1,1,2,4,2,3,2019,1
2020,6,60403,1,2,2,2,1,3,7,1,2,2,2,4,2,3,1997,1
2020,6,60404,1,2,2,2,1,4,3,1,1,1,2,4,2,3,2007,1
2020,6,60404,2,2,2,2,2,6,5,2,1,1,1,4,2,3,2019,1
2020,6,60405,1,2,2,2,2,6,1,1,2,2,2,4,1,3,1996,1
2020,6,60406,1,2,2,2,1,3,3,1,2,2,2,4,2,3,2004,1
2020,6,60407,1,2,2,2,1,1,1,1,1,1,2,4,2,3,2003,1
2020,6,60408,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2015,1
2020,6,60408,2,2,2,2,2,6,4,2,1,1,2,4,2,3,2002,1
2020,6,60409,1,2,2,2,2,6,2,2,1,1,1,4,2,3,2013,1
2020,6,60409,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2009,1
2020,6,60409,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2013,1
2020,6,60410,1,2,2,2,1,3,1,1,1,1,1,4,2,3,2002,1
2020,6,60411,1,2,2,2,1,3,2,1,2,2,2,4,2,3,2002,1
2020,6,60412,1,2,2,2,1,1,7,2,2,2,2,4,2,3,1992,1
2020,6,60413,1,2,2,2,1,1,4,1,1,1,2,4,2,3,1997,1
2020,6,60414,1,2,2,2,1,1,2,2,2,2,2,4,2,3,2016,1
2020,6,60415,1,2,2,2,2,2,2,2,2,2,2,4,2,3,2004,1
2020,6,60417,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2007,1
2020,6,60418,1,2,2,2,1,2,2,2,1,1,1,4,1,3,2016,1
2020,6,60418,2,2,2,2,2,7,2,2,4,1,2,1,2,3,2013,1
2020,6,60419,1,2,2,2,2,8,2,2,1,1,1,4,2,1,2015,1
2020,6,60420,1,2,2,2,1,1,7,2,3,3,3,4,1,3,2019,2
2020,6,60421,1,2,2,2,1,7,7,1,4,1,2,1,2,3,2018,1
2020,6,60422,1,2,2,2,2,1,5,2,1,1,1,4,1,3,2017,1
2020,6,60422,2,2,2,2,2,1,6,1,1,1,2,4,2,3,2002,1
2020,6,60423,1,2,2,2,2,2,3,2,1,1,2,4,2,3,2001,1
2020,6,60423,2,2,2,2,2,7,2,2,4,2,1,3,2,3,2005,1
2020,6,60424,1,2,2,2,2,1,2,1,1,1,2,4,1,3,2017,1
2020,6,60424,2,2,2,2,2,1,4,1,1,1,2,4,2,3,2014,1
2020,6,60425,1,1,2,2,1,2,7,1,2,2,2,4,2,3,1998,1
2020,6,60426,1,2,2,2,1,1,3,2,2,2,2,4,2,3,2003,1
2020,6,60426,2,2,2,2,2,1,7,2,1,1,2,4,2,3,2012,1
2020,6,60427,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2009,1
2020,6,60428,1,2,2,2,2,2,5,2,1,1,2,4,2,3,2009,1
2020,6,60428,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2014,1
2020,6,60429,1,2,2,2,1,3,5,1,1,1,2,4,2,3,2005,1
2020,6,60430,1,2,2,2,1,3,5,1,1,1,2,4,2,3,2019,1
2020,6,60430,2,2,2,2,2,2,4,2,1,1,2,4,2,3,2014,1
2020,6,60432,1,2,2,2,1,1,7,2,1,1,2,4,2,3,2001,1
2020,6,60433,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2012,1
2020,6,60433,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2018,1
2020,6,60434,1,2,2,2,2,3,2,2,1,1,2,4,1,3,2003,1
2020,6,60434,2,2,2,2,2,4,3,2,1,1,2,4,2,3,2007,1
2020,6,60435,1,1,2,2,1,1,2,2,1,1,2,4,2,3,2006,1
2020,6,60435,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2019,1
2020,6,60436,1,2,2,2,2,3,2,2,1,1,1,4,2,3,2017,1
2020,6,60437,1,2,2,2,1,7,5,2,4,1,2,1,2,3,2017,1
2020,6,60438,1,2,2,2,2,1,5,2,1,1,2,4,2,3,2008,1
2020,6,60439,1,2,2,2,1,1,2,2,1,1,2,4,2,3,1999,1
2020,6,60439,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2019,1
2020,6,60439,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2018,1
2020,6,60440,1,2,2,2,1,3,1,1,1,1,2,4,2,3,2012,1
2020,6,60441,1,2,2,1,2,1,3,1,2,2,2,4,1,3,1999,1
2020,6,60441,2,2,2,2,2,6,5,2,3,3,3,4,2,3,2015,1
2020,6,60442,1,2,2,2,1,9,7,1,2,2,2,4,1,3,2005,1
2020,6,60444,1,2,2,2,1,7,7,2,4,1,2,1,2,3,2007,1
2020,6,60445,1,2,2,1,1,1,6,2,1,1,2,4,2,3,2018,1
2020,6,60446,1,2,2,2,1,1,2,2,2,2,2,4,1,3,1999,1
2020,6,60447,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2004,1
2020,6,60448,1,2,2,2,2,1,2,2,2,2,2,4,2,3,2016,1
2020,6,60449,1,2,2,2,1,3,2,1,2,2,2,4,2,3,2001,2
2020,6,60449,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2017,1
2020,6,60450,1,2,2,2,1,2,6,2,2,2,2,4,1,3,2008,1
2020,6,60451,1,2,2,2,1,3,7,2,1,1,2,4,2,3,2018,2
2020,6,60452,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2017,1
2020,6,60453,1,2,2,2,2,4,2,2,1,1,2,4,1,3,2020,1
2020,6,60453,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2015,1
2020,6,60453,3,2,2,2,2,2,4,2,1,1,2,4,2,3,2020,1
2020,6,60454,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2016,1
2020,6,60454,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2014,1
2020,6,60454,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2012,1
2020,6,60454,4,2,2,2,2,4,5,2,1,1,2,4,2,3,2009,1
2020,6,60455,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2006,1
2020,6,60455,2,2,2,2,1,1,2,2,2,2,2,4,2,3,2009,1
2020,6,60456,1,2,2,2,2,3,5,1,1,1,2,4,1,3,2001,1
2020,6,60456,2,2,2,2,2,1,3,2,1,1,2,4,2,3,2019,1
2020,6,60457,1,2,2,2,2,6,6,2,1,1,1,4,2,3,2020,1
2020,6,60458,1,2,2,2,1,2,7,1,1,1,2,4,2,3,2001,1
2020,6,60459,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2020,1
2020,6,60460,1,2,2,2,1,7,7,2,4,2,2,3,1,3,2006,1
2020,6,60461,1,2,2,2,2,9,2,2,1,1,2,4,2,3,2004,1
2020,6,60462,1,2,2,2,1,2,7,1,1,1,2,4,1,3,2004,1
2020,6,60463,1,2,2,2,2,1,5,2,1,1,1,4,2,3,2005,1
2020,6,60463,2,2,2,2,2,1,2,2,1,1,1,4,2,3,2003,1
2020,6,60463,3,2,2,2,2,2,2,2,2,2,2,4,2,3,2007,1
2020,6,60464,1,2,2,2,1,1,3,2,2,2,2,4,1,3,1998,1
2020,6,60464,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2002,1
2020,6,60465,1,2,2,2,2,3,2,1,1,1,2,4,1,3,1993,1
2020,6,60465,2,2,2,2,2,2,4,2,2,2,2,4,2,3,2020,1
2020,6,60466,1,2,2,2,2,7,1,2,4,1,2,1,1,3,2007,1
2020,6,60467,1,2,2,2,1,7,1,2,4,2,2,3,2,3,1978,1
2020,6,60468,1,2,2,2,1,3,3,1,2,2,2,4,1,3,2004,1
2020,6,60469,1,2,2,2,1,3,1,1,1,1,2,4,1,3,2001,1
2020,6,60470,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2016,1
2020,6,60471,1,2,2,2,1,1,7,1,1,1,2,4,2,3,1990,1
2020,6,60472,1,2,2,2,2,6,5,2,1,1,1,4,2,3,2020,2
2020,6,60472,2,2,2,2,2,7,1,2,4,2,2,3,2,3,2011,2
2020,6,60473,1,2,2,2,2,1,2,2,2,2,2,4,1,3,2012,1
2020,6,60473,2,2,2,2,2,3,4,2,1,1,2,4,2,3,2017,1
2020,6,60473,3,2,2,2,2,3,2,2,1,1,2,4,2,3,2018,1
2020,6,60473,4,2,2,2,2,1,2,2,1,1,2,4,2,3,2007,1
2020,6,60474,1,2,2,2,1,3,1,1,1,1,2,4,1,3,1999,1
2020,6,60475,1,2,2,2,2,3,7,2,1,1,2,4,2,3,2016,1
2020,6,60476,1,2,2,2,1,9,2,2,3,3,3,4,2,3,9999,1
2020,6,60477,1,2,2,2,1,2,2,2,1,1,2,4,2,3,1999,1
2020,6,60477,2,2,2,2,2,2,2,2,1,1,2,4,2,3,1992,1
2020,6,60478,1,2,2,2,1,6,2,2,1,1,1,4,2,3,2018,1
2020,6,60479,1,2,2,2,2,2,2,2,1,1,2,4,1,3,1994,1
2020,6,60480,1,2,2,2,1,7,7,2,4,1,1,1,1,3,2006,1
2020,6,60481,1,2,2,2,2,4,2,2,2,2,2,4,2,3,2001,1
2020,6,60482,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2015,1
2020,6,60483,1,2,2,2,1,2,7,1,1,1,2,4,2,3,1990,1
2020,6,60484,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1
2020,6,60485,1,2,2,2,1,6,7,1,1,1,1,4,1,3,2000,1
2020,6,60486,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2015,1
2020,6,60486,2,2,2,2,2,1,4,1,1,1,1,4,2,3,2004,2
2020,6,60487,1,2,2,2,1,7,7,2,4,1,2,1,2,3,1992,1
2020,6,60488,1,2,2,2,2,7,5,2,4,2,2,3,2,3,2008,1
2020,6,60488,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2005,1
2020,6,60489,1,2,2,2,1,9,2,1,2,2,2,4,2,3,2012,1
2020,6,60490,1,2,2,2,2,6,2,2,1,1,2,4,1,3,2005,1
2020,6,60490,2,2,2,2,2,2,4,1,1,1,2,4,2,3,2002,1
2020,6,60490,3,2,2,2,2,3,7,2,1,1,2,4,2,3,2011,1
2020,6,60491,1,2,2,2,2,3,5,2,1,1,2,4,2,3,2014,1
2020,6,60491,2,2,2,2,1,7,2,2,4,1,2,1,2,3,2002,1
2020,6,60492,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2020,1
2020,6,60492,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2006,1
2020,6,60492,3,2,2,2,2,1,4,2,1,1,2,4,2,3,2016,1
2020,6,60492,4,2,2,2,2,1,4,2,1,1,2,4,2,3,2007,1
2020,6,60493,1,2,2,2,1,1,3,1,1,1,2,4,1,3,1998,1
2020,6,60494,1,2,2,2,2,1,2,2,2,2,2,4,1,3,2018,1
2020,6,60494,2,2,2,2,2,2,3,2,3,3,3,4,2,3,1993,1
2020,6,60495,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9999,1
2020,6,60496,1,2,2,2,1,2,1,1,1,1,2,4,2,3,2002,1
2020,6,60497,1,2,2,2,2,2,3,2,1,1,2,4,2,3,2004,1
2020,6,60497,2,2,2,2,2,1,3,2,1,1,2,4,2,3,2015,1
2020,6,60497,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2016,1
2020,6,60498,1,2,1,2,2,1,2,2,1,1,2,4,2,3,2015,1
2020,6,60498,2,2,2,2,2,6,5,2,1,1,1,4,2,3,2016,1
2020,6,60499,1,2,2,2,2,2,2,2,1,1,2,4,1,3,2003,1
2020,6,60500,1,2,2,2,1,3,1,1,1,1,2,4,2,3,2001,1
2020,6,60501,1,2,2,2,1,1,5,2,1,1,2,4,1,3,1997,1
2020,6,60502,1,2,2,1,1,1,2,1,1,1,2,4,2,3,2016,1
2020,6,60503,1,2,1,2,1,2,2,1,1,1,2,4,2,3,2007,1
2020,6,60503,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2017,1
2020,6,60504,1,2,2,2,1,1,7,1,1,1,1,4,1,3,2014,1
2020,6,60505,1,2,2,2,2,7,1,2,4,2,2,2,1,3,2004,1
2020,6,60506,1,2,2,2,2,7,2,2,4,1,1,1,1,3,2013,1
2020,6,60506,2,2,2,2,2,6,4,2,1,1,1,4,2,3,2012,1
2020,6,60507,1,2,2,2,1,7,3,2,4,2,2,2,2,3,2006,1
2020,6,60508,1,2,2,2,1,7,1,2,4,2,2,3,1,3,2017,1
2020,6,60509,1,2,2,2,1,3,2,1,2,2,2,4,2,3,2002,1
2020,6,60510,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2019,1
2020,6,60511,1,2,2,2,1,3,5,2,2,2,2,4,2,3,2000,1
2020,6,60513,1,2,2,2,2,7,1,2,4,2,2,3,2,3,2019,1
2020,6,60513,2,2,2,2,2,7,7,2,4,1,2,1,2,3,2020,1
2020,6,60514,1,2,2,2,2,1,5,2,1,1,2,4,2,3,2007,1
2020,6,60514,2,2,2,2,2,3,2,1,1,1,2,4,2,3,2018,1
2020,6,60515,1,2,2,2,2,7,1,2,4,1,2,1,2,3,2018,1
2020,6,60516,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2011,1
2020,6,60517,1,2,2,2,1,7,1,2,4,1,2,1,2,3,2020,1
2020,6,60517,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2019,1
2020,6,60518,1,2,2,2,2,6,2,2,1,1,1,4,2,3,2014,1
2020,6,60518,2,2,2,2,2,1,5,2,1,1,2,4,2,3,2002,1
2020,6,60520,1,2,2,2,1,1,7,2,1,1,2,4,2,3,2001,1
2020,6,60520,2,2,2,2,2,2,2,1,1,1,2,4,1,3,1998,1
2020,6,60520,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2019,1
2020,6,60521,1,2,2,2,2,7,2,2,4,2,2,3,1,3,2015,1
2020,6,60521,2,2,2,2,2,7,3,2,4,1,2,1,2,3,2001,1
2020,6,60522,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2018,1
2020,6,60523,1,2,2,2,2,3,1,1,1,1,2,4,2,3,2000,1
2020,6,60524,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2017,1
2020,6,60524,2,2,2,2,2,1,3,2,3,3,3,4,2,3,2010,1
2020,6,60524,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2018,1
2020,6,60524,4,2,2,2,2,3,2,2,1,1,2,4,2,3,2011,1
2020,6,60525,1,2,2,2,2,6,2,2,1,1,2,4,2,3,2013,1
2020,6,60526,1,2,2,2,1,2,7,1,1,1,2,4,1,3,2018,2
2020,6,60527,1,2,2,2,2,1,2,2,2,2,2,4,2,3,2019,1
2020,6,60528,1,2,2,2,2,1,3,1,1,1,2,4,2,3,2018,1
2020,6,60528,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2011,1
2020,6,60529,1,2,2,2,1,1,3,2,1,1,2,4,2,3,2010,1
2020,6,60529,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2014,1
2020,6,60530,1,2,2,2,1,1,6,1,1,1,2,4,1,3,2004,1
2020,6,60531,1,1,2,2,2,2,2,2,2,2,2,4,1,3,2017,1
2020,6,60531,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2008,1
2020,6,60532,1,2,1,2,1,1,5,1,1,1,2,4,2,3,2001,1
2020,6,60533,1,2,2,2,2,1,2,1,1,1,2,4,2,3,2010,2
2020,6,60533,2,2,2,2,2,3,4,2,3,3,3,4,2,3,2020,1
2020,6,60533,3,2,2,2,2,6,2,2,1,1,1,4,2,3,2019,1
2020,6,60533,4,2,2,2,2,1,2,2,1,1,2,4,2,3,2012,1
2020,6,60534,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2005,1
2020,6,60534,2,2,2,2,2,4,4,2,3,3,3,4,2,3,1998,1
2020,6,60535,1,2,2,2,1,1,7,1,2,2,2,4,1,3,1998,1
2020,6,60536,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2009,1
2020,6,60537,1,2,2,2,2,1,3,2,1,1,2,4,2,3,2008,1
2020,6,60537,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2013,1
2020,6,60538,1,2,2,2,2,6,7,2,1,1,1,4,2,3,2010,1
2020,6,60539,1,2,2,2,2,9,7,2,3,3,3,4,2,3,9999,1
2020,6,60540,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2012,1
2020,6,60540,2,2,2,2,2,3,3,2,3,3,3,4,2,3,1998,1
2020,6,60540,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2010,1
2020,6,60542,1,2,2,2,2,1,5,2,1,1,2,4,2,3,2019,1
2020,6,60543,1,2,2,2,1,9,7,2,3,3,3,4,2,3,9999,1
2020,6,60544,1,2,2,2,1,1,3,2,1,1,2,4,1,3,2018,2
2020,6,60545,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2004,1
2020,6,60546,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2001,1
2020,6,60547,1,2,2,2,2,4,3,2,1,1,2,4,2,3,2014,1
2020,6,60548,1,2,2,2,1,7,2,2,4,1,2,1,1,3,2006,1
2020,6,60549,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2008,1
2020,6,60550,1,2,2,2,1,1,7,2,1,1,2,4,1,3,2007,1
2020,6,60551,1,2,2,2,2,1,2,2,1,1,2,4,2,3,1999,1
2020,6,60552,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2018,1
2020,6,60553,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2020,1
2020,6,60554,1,2,2,2,2,1,5,2,1,1,2,4,2,3,2018,1
