make,model,car_year,drive_train,curb_weight,car_height,car_width,car_length
CHEVROLET,TRAVERSE,2012,AWD,2166,1849,1994,5207
CHEVROLET,TRAVERSE,2013,AWD,2234,1849,1994,5166
CHEVROLET,TRAVERSE,2014,AWD,2209,1849,1994,5174
CHEVROLET,TRAVERSE,2015,AWD,2195,1844,1994,5174
CHEVROLET,TRAVERSE,2016,AWD,2245,1778,1994,5174
CHEVROLET,TRAVERSE,2017,AWD,2138,1849,1994,5159
CHEVROLET,TRAVERSE,2018,AWD,2041,1796,1996,5189
CHEVROLET,TRAVERSE,2019,AWD,2041,1796,1996,5189
CHEVROLET,TRAVERSE,2020,AWD,1979,1796,1996,5189
CHEVROLET,TRAVERSE,2021,AWD,2057,1796,1996,5189
CHEVROLET,TRAVERSE,2021,FWD,1956,1796,1996,5189
CHEVROLET,TRAVERSE,2022,AWD,1976,1796,1996,5189
CHEVROLET,TRAVERSE,2022,FWD,1955,1795,1996,5189
CHEVROLET,TRAVERSE,2023,AWD,2000,1796,1996,5189
CHEVROLET,TRAVERSE,2023,FWD,1955,1775,1996,5189
CHEVROLET,TRAVERSE,2024,AWD,2126,1826,2019,5194
CHEVROLET,TRAVERSE,2024,FWD,1982,1786,2019,5194
CHEVROLET,TRAVERSE,2025,AWD,2118,1798,2019,5194
CHEVROLET,TRAVERSE,2025,FWD,1976,1811,2019,5194
CHEVROLET,TRAVERSE,2026,AWD,2105,1786,2019,5194
CHEVROLET,TRAVERSE,2026,FWD,1980,1816,2019,5194
CHEVROLET,TRAVERSE LIMITED,2024,AWD,2085,1803,2000,5179
CHEVROLET,TRAVERSE LIMITED,2024,FWD,1981,1798,2019,5194
CHEVROLET,TRAX,2015,AWD,1461,1674,1776,4248
CHEVROLET,TRAX,2016,AWD,1473,1656,1775,4277
CHEVROLET,TRAX,2017,AWD,1471,1648,1775,4247
CHEVROLET,TRAX,2018,AWD,1473,1648,1775,4247
CHEVROLET,TRAX,2019,AWD,1480,1674,1776,4248
CHEVROLET,TRAX,2020,AWD,1475,1648,1775,4247
CHEVROLET,TRAX,2021,AWD,1475,1648,1775,4247
CHEVROLET,TRAX,2021,FWD,1416,1648,1775,4247
CHEVROLET,TRAX,2022,AWD,1474,1648,1768,4247
CHEVROLET,TRAX,2022,FWD,1417,1648,1775,4247
CHEVROLET,TRAX,2024,FWD,1418,1560,1824,4564
CHEVROLET,TRAX,2025,FWD,1404.5,1560,1823.5,4550.5
CHEVROLET,TRAX,2026,FWD,1384,1560,1824,4564
CHEVROLET,UPLANDER,2005,AWD,1832,1801,1913,5131
CHEVROLET,UPLANDER,2006,AWD,1836,1806,1950,5131
CHEVROLET,UPLANDER,2007,FWD,1812,1750,1829,5103
CHEVROLET,UPLANDER,2008,FWD,1796,1749,1829,5085
CHEVROLET,VENTURE,1998,NA,1714,1722,1829,4933
CHEVROLET,VENTURE,1999,NA,1640,1750,1830,4928
CHEVROLET,VENTURE,2000,NA,1678,1742,1829,4833
CHEVROLET,VENTURE,2001,NA,1740,1722,1829,4747
CHEVROLET,VENTURE,2002,NA,1782,1804,1900,5093
CHEVROLET,VENTURE,2003,NA,1803,1760,1913,5103
CHEVROLET,VENTURE,2004,NA,1763,1730,1829,5103
CHEVROLET,VENTURE,2005,NA,1763,1760,1900,5085
CHEVROLET,VOLT,2012,FWD,1715,1439,1788,4498
CHEVROLET,VOLT,2013,FWD,1718,1438,1788,4498
CHEVROLET,VOLT,2017,FWD,1530,1433,1808,4582
CHEVROLET,VOLT,2019,FWD,1530,1432,1808,4582
CHRYSLER,200,2011,FWD,1563,1483,1842,4869
CHRYSLER,200,2012,FWD,1575,1483,1842,4864
CHRYSLER,200,2013,FWD,1560,1484,1791,4844
CHRYSLER,200,2014,FWD,1581,1483,1842,4869
CHRYSLER,200,2015,AWD,1698,1491,1859,4884
CHRYSLER,200,2016,AWD,1681,1476,1869,4884
CHRYSLER,200,2017,AWD,1666,1492,1871,4882
CHRYSLER,300,2005,NA,1746,1483,1880,5012
CHRYSLER,300,2006,AWD,1744,1483,1880,5015
CHRYSLER,300,2007,AWD,1748,1483,1880,5014
CHRYSLER,300,2008,AWD,1852,1483,1882,4999
CHRYSLER,300,2009,AWD,1743,1483,1880,5024
CHRYSLER,300,2010,AWD,1752,1483,1880,5015
CHRYSLER,300,2011,4WD,1879,1486,1880,5044
CHRYSLER,300,2012,AWD,1960,1486,1880,5044
CHRYSLER,300,2013,AWD,1905,1486,1880,5044
CHRYSLER,300,2014,AWD,1960,1486,1905,5044
CHRYSLER,300,2015,AWD,1906,1486,1905,5044
CHRYSLER,300,2016,AWD,1950,1486,1905,5044
CHRYSLER,300,2017,AWD,1983,1491,1905,5044
CHRYSLER,300,2018,AWD,1957,1488,1905,5044
CHRYSLER,300,2019,AWD,1936,1486,1905,5044
CHRYSLER,300,2020,AWD,1932,1486,1905,5044
CHRYSLER,300,2021,AWD,1946,1491,1905,5044
CHRYSLER,300,2021,RWD,1820,1486,1905,5044
CHRYSLER,300,2022,AWD,1987,1490,1905,5044
CHRYSLER,300,2022,RWD,1820,1478,1905,5044
CHRYSLER,300,2023,AWD,1969,1492,1905,5044
CHRYSLER,300,2023,RWD,1820,1486,1905,5044
CHRYSLER,ASPEN,2007,AWD,2291,1870,1963,5100
CHRYSLER,ASPEN,2008,AWD,2400,1913,1930,5108
CHRYSLER,CONCORDE,2000,NA,1573,1412,1890,5276
CHRYSLER,CONCORDE,2002,NA,1600,1412,1890,5169
CHRYSLER,CROSSFIRE,2004,NA,1365,1308,1735,4059
CHRYSLER,CROSSFIRE,2005,NA,1362,1300,1765,4058
CHRYSLER,LEBARON,1994,NA,1370,1370,1730,4760
CHRYSLER,LHS,1996,NA,1640,1412,1890,5283
CHRYSLER,LHS,2000,NA,1656,1435,1890,5276
CHRYSLER,PACIFICA,2004,NA,2029,1689,2014,5049
CHRYSLER,PACIFICA,2005,NA,1962,1689,2014,5085
CHRYSLER,PACIFICA,2006,AWD,2069,1689,2009,5131
CHRYSLER,PACIFICA,2007,AWD,2020,1684,2014,5135
CHRYSLER,PACIFICA,2008,FWD,2023,1689,2014,5085
CHRYSLER,PACIFICA,2017,FWD,1966,1775,2022,5177
CHRYSLER,PACIFICA,2018,FWD,1964,1775,2022,5177
CHRYSLER,PACIFICA,2019,FWD,1964,1775,2022,5176
CHRYSLER,PACIFICA,2020,AWD,2215,1775,2022,5177
CHRYSLER,PACIFICA,2021,AWD,2260,1775,2022,5192
CHRYSLER,PACIFICA,2021,FWD,2051,1768,2022,5192
CHRYSLER,PACIFICA,2022,AWD,2215,1773,2022,5192
CHRYSLER,PACIFICA,2022,FWD,2051,1775,2022,5192
CHRYSLER,PACIFICA,2023,FWD,2051,1773,2022,5192
CHRYSLER,PACIFICA,2024,FWD,2051,1775,2022,5189
CHRYSLER,PACIFICA,2025,FWD,2042,1775,2022,5189
CHRYSLER,PACIFICA,2026,FWD,2040,1777,2022,5182
CHRYSLER,PACIFICA AWD,2023,AWD,2215,1773,2022,5192
CHRYSLER,PACIFICA AWD,2024,AWD,2220,1773,2022,5189
CHRYSLER,PACIFICA AWD,2025,AWD,2215,1778,2022,5192
CHRYSLER,PACIFICA AWD,2026,AWD,2250,1775,2022,5192
CHRYSLER,PACIFICA HYBRID,2021,FWD,2242,1778,2022,5176
CHRYSLER,PACIFICA HYBRID,2022,FWD,2268,1775,2022,5192
CHRYSLER,PACIFICA HYBRID,2023,FWD,2289,1773,2022,5192
CHRYSLER,PACIFICA HYBRID,2024,FWD,2287,1775,2022,5192
CHRYSLER,PACIFICA HYBRID,2025,FWD,2289,1775,2022,5189
CHRYSLER,PACIFICA HYBRID,2026,FWD,2270,1790,2022,5176
CHRYSLER,PT CRUISER,2001,NA,1420,1605,1705,4288
CHRYSLER,PT CRUISER,2002,NA,1440,1600,1704,4288
CHRYSLER,PT CRUISER,2003,NA,1437,1600,1704,4288
CHRYSLER,PT CRUISER,2004,NA,1475,1601,1704,4288
CHRYSLER,PT CRUISER,2005,NA,1490,1601,1704,4288
CHRYSLER,PT CRUISER,2006,FWD,1460,1601,1704,4288
CHRYSLER,PT CRUISER,2007,FWD,1417,1600,1704,4288
CHRYSLER,PT CRUISER,2008,FWD,1414,1600,1704,4288
CHRYSLER,PT CRUISER,2009,FWD,1435,1601,1704,4288
CHRYSLER,PT CRUISER,2010,FWD,1465,1601,1704,4288
CHRYSLER,SEBRING,1997,NA,1315,1369,1758,4775
CHRYSLER,SEBRING,2001,NA,1478,1397,1793,4844
CHRYSLER,SEBRING,2002,NA,1475,1415,1814,4920
CHRYSLER,SEBRING,2003,NA,1493,1400,1745,4844
CHRYSLER,SEBRING,2004,NA,1408,1394,1814,4920
CHRYSLER,SEBRING,2005,NA,1475,1400,1740,4845
CHRYSLER,SEBRING,2006,FWD,1385,1400,1793,4854
CHRYSLER,SEBRING,2007,AWD,1540,1497,1800,4842
CHRYSLER,SEBRING,2008,FWD,1518,1483,1816,4829
CHRYSLER,SEBRING,2009,FWD,1565,1499,1819,4841
CHRYSLER,SEBRING,2010,FWD,1542,1496,1786,4844
CHRYSLER,TOWN AND COUNTRY,2001,FWD,1910,1735,2007,5085
CHRYSLER,TOWN AND COUNTRY,2011,FWD,2046,1753,1999,5151
CHRYSLER,TOWN AND COUNTRY,2012,FWD,2046,1725,2000,5151
CHRYSLER,TOWN AND COUNTRY,2013,FWD,2046,1725,2000,5151
CHRYSLER,TOWN AND COUNTRY,2014,FWD,2046,1725,2000,5151
CHRYSLER,TOWN AND COUNTRY,2015,FWD,2045,1725,1999,5174
CHRYSLER,TOWN AND COUNTRY,2016,FWD,2046,1725,1999,5151
CHRYSLER,VOYAGER,2001,NA,1680,1755,1903,4809
CHRYSLER,VOYAGER,2002,NA,1713,1750,1905,4808
CHRYSLER,VOYAGER,2020,FWD,1964,1775,2022,5177
CHRYSLER,VOYAGER,2021,FWD,1969,1775,2022,5189
CHRYSLER,VOYAGER,2022,FWD,1964,1763,2022,5177
CHRYSLER,VOYAGER,2023,FWD,1980,1775,2022,5177
CHRYSLER,VOYAGER,2024,FWD,1964,1773,2022,5192
CHRYSLER,VOYAGER,2025,FWD,2051,1775,2022,5189
CHRYSLER,VOYAGER,2026,FWD,2020,1780,2025,5180
DODGE,AVENGER,2008,FWD,1573,1496,1821,4831
DODGE,AVENGER,2009,FWD,1530,1478,1824,4831
DODGE,AVENGER,2010,FWD,1565,1497,1824,4869
DODGE,AVENGER,2011,FWD,1570,1495,1843,4882
DODGE,AVENGER,2012,FWD,1545,1486,1849,4892
DODGE,AVENGER,2013,FWD,1580,1486,1842,4884
DODGE,AVENGER,2014,FWD,1529,1483,1849,4938
DODGE,CALIBER,2007,AWD,1475,1565,1795,4415
DODGE,CALIBER,2008,FWD,1388,1534,1748,4415
DODGE,CALIBER,2009,FWD,1410,1635,1795,4415
DODGE,CALIBER,2010,FWD,1406,1535,1750,4415
DODGE,CALIBER,2011,FWD,1400,1535,1748,4415
DODGE,CALIBER,2012,FWD,1415,1535,1795,4415
DODGE,CARAVAN,2002,FWD,1698,1727,1935,4808
DODGE,CARAVAN,2004,FWD,1721,1749,1996,4808
DODGE,CHALLENGER,2009,RWD,1835,1449,1923,5022
DODGE,CHALLENGER,2010,RWD,1831,1448,1923,5022
DODGE,CHALLENGER,2011,RWD,1739,1450,1923,5022
DODGE,CHALLENGER,2012,RWD,1739,1450,1923,5022
DODGE,CHALLENGER,2013,RWD,1739,1450,1923,5022
DODGE,CHALLENGER,2014,RWD,1740,1450,1923,5022
DODGE,CHALLENGER,2015,RWD,1847,1450,1923,5027
DODGE,CHALLENGER,2016,RWD,1766,1461,1923,5027
DODGE,CHALLENGER,2017,AWD,1828,1461,1923,5027
DODGE,CHALLENGER,2018,AWD,1831,1466,1923,5027
DODGE,CHALLENGER,2019,AWD,1831,1461,1923,5027
DODGE,CHALLENGER,2020,AWD,1897,1461,1923,5027
DODGE,CHALLENGER,2021,AWD,1887,1603,1923,5027
DODGE,CHALLENGER,2021,RWD,1742,1460,1923,5027
DODGE,CHALLENGER,2022,AWD,1930,1460,1923,5022
DODGE,CHALLENGER,2022,RWD,1742,1461,1923,5027
DODGE,CHALLENGER,2023,RWD,1742,1466,1923,5027
DODGE,CHALLENGER (DRIVER),2022,RWD,1742,1461,1923,5027
DODGE,CHALLENGER (DRIVER),2023,RWD,1748,1460,1923,5027
DODGE,CHALLENGER (FRONT SEAT),2022,RWD,1741,1461,1923,5027
DODGE,CHALLENGER (FRONT SEAT),2023,RWD,1787,1460,1923,5027
DODGE,CHALLENGER AWD,2023,AWD,1913,1461,1923,5027
DODGE,CHALLENGER SRT,2021,RWD,2018,1466,1991,5027
DODGE,CHALLENGER SRT,2022,RWD,2018,1461,1923,5027
DODGE,CHALLENGER SRT,2023,RWD,2018,1461,1923,5027
DODGE,CHALLENGER SRT (DRIVER),2023,RWD,2018,1466,1923,5027
DODGE,CHALLENGER SRT (FRONT SEAT),2022,RWD,2014,1461,1923,5027
DODGE,CHALLENGER SRT (FRONT SEAT),2023,RWD,2018,1461,1923,5027
DODGE,CHALLENGER(DRIVER),2021,RWD,1738,1460,1923,5027
DODGE,CHALLENGER(FRONT SEAT),2021,RWD,1742,1461,1923,5027
DODGE,CHARGER,2006,AWD,1840,1478,1892,5077
DODGE,CHARGER,2007,AWD,1850,1479,1890,5082
DODGE,CHARGER,2008,AWD,1860,1479,1890,5082
DODGE,CHARGER,2009,AWD,1760,1478,1892,5077
DODGE,CHARGER,2010,AWD,1914,1478,1892,5083
DODGE,CHARGER,2011,4WD,1979,1483,1905,5085
DODGE,CHARGER,2012,AWD,1947,1479,1905,5082
DODGE,CHARGER,2013,AWD,1983,1483,1905,5100
DODGE,CHARGER,2014,AWD,1984,1486,1905,5078
DODGE,CHARGER,2015,AWD,1984,1486,1905,5039
DODGE,CHARGER,2016,AWD,1919,1478,1905,5100
DODGE,CHARGER,2017,AWD,1909,1478,1905,5100
DODGE,CHARGER,2018,AWD,1931,1486,1905,5039
DODGE,CHARGER,2019,AWD,1908,1486,1905,5039
DODGE,CHARGER,2020,AWD,1930,1486,1905,5100
DODGE,CHARGER,2021,AWD,1929,1468,1905,5100
DODGE,CHARGER,2021,RWD,1798,1468,1905,5039
DODGE,CHARGER,2022,AWD,1984,1468,1905,5100
DODGE,CHARGER,2022,RWD,1781,1468,1905,5100
DODGE,CHARGER,2023,AWD,1879,1468,1905,5077
DODGE,CHARGER,2023,RWD,1819,1471,1905,5098
DODGE,CHARGER,2024,AWD,2648,1499,2027,5248
DODGE,CHARGER,2025,AWD,2648,1499,2027,5245
DODGE,CHARGER,2026,AWD,2509,1499.5,2027,5248
DODGE,CHARGER DAYTONA,2026,AWD,2650,1475,2027,5246.5
DODGE,CHARGER PURSUIT,2021,AWD,1984,1486,1905,5099
DODGE,CHARGER PURSUIT,2021,RWD,1984,1486,1905,5100
DODGE,CHARGER PURSUIT,2022,AWD,1989,1486,1905,5100
DODGE,CHARGER PURSUIT,2022,RWD,1996,1468,1905,5100
DODGE,CHARGER PURSUIT,2023,AWD,1988,1479,1905,5100
DODGE,CHARGER PURSUIT,2023,RWD,1985,1479,1905,5100
DODGE,CHARGER SRT,2021,RWD,2080,1468,1989,5100
DODGE,CHARGER SRT,2022,RWD,2080,1468,1989,5105
DODGE,CHARGER SRT,2023,RWD,2080,1468,1989,5192
DODGE,DAKOTA,1990,NA,1494,1631,1727,5019
DODGE,DAKOTA,1992,NA,1478,1575,1750,4801
DODGE,DAKOTA,1993,NA,1483,1595,1745,4880
DODGE,DAKOTA,1994,NA,1520,1640,1750,5050
DODGE,DAKOTA,1995,NA,1594,1628,1727,5098
DODGE,DAKOTA,1996,NA,1570,1615,1745,5255
DODGE,DAKOTA,1997,NA,1900,1750,1770,5150
DODGE,DAKOTA,1998,NA,1733,1648,1791,5330
DODGE,DAKOTA,1999,NA,1675,1686,1821,5237
DODGE,DAKOTA,2000,NA,1699,1664,1816,5311
DODGE,DAKOTA,2001,NA,1700,1733,1842,5194
DODGE,DAKOTA,2002,NA,1859,1763,1816,5464
DODGE,DAKOTA,2003,NA,1980,1760,1800,5370
DODGE,DAKOTA,2004,NA,1875,1760,1815,5200
DODGE,DAKOTA,2005,NA,2149,1806,1890,5565
DODGE,DAKOTA,2006,AWD,2000,1780,1850,5570
DODGE,DAKOTA,2007,AWD,2000,1760,1890,5588
DODGE,DAKOTA,2008,AWD,1960,1740,1890,5560
DODGE,DAKOTA,2009,AWD,1952,1755,1821,5552
DODGE,DAKOTA,2011,4WD,2068,1798,1821,5552
DODGE,DART,2013,FWD,1443,1466,1829,4671
DODGE,DART,2014,FWD,1395,1466,1829,4672
DODGE,DART,2015,FWD,1447,1466,1821,4671
DODGE,DART,2016,FWD,1446,1466,1829,4671
DODGE,DURANGO,1998,NA,2068,1813,1826,4915
DODGE,DURANGO,1999,NA,2121,1802,1816,4910
DODGE,DURANGO,2000,NA,1985,1816,1816,4910
DODGE,DURANGO,2001,NA,2121,1831,1819,5057
DODGE,DURANGO,2002,NA,2159,1849,1819,5070
DODGE,DURANGO,2003,NA,2150,1850,1880,5000
DODGE,DURANGO,2004,NA,2273,1849,1930,5100
DODGE,DURANGO,2005,NA,2374,1877,1930,5100
DODGE,DURANGO,2006,AWD,2250,1854,1930,5100
DODGE,DURANGO,2007,AWD,2325,1880,1930,5100
DODGE,DURANGO,2008,RWD,2199,1887,1930,5100
DODGE,DURANGO,2011,4WD,2312,1821,1925,5075
DODGE,DURANGO,2012,NA,2155,1801,1925,5110
DODGE,DURANGO,2013,NA,2221,1819,1925,5100
DODGE,DURANGO,2014,NA,2220,1801,1925,5110
DODGE,DURANGO,2015,NA,2155,1801,1925,5110
DODGE,DURANGO,2016,NA,2153,1801,1925,5110
DODGE,DURANGO,2017,NA,2181,1801,1925,5110
DODGE,DURANGO,2018,NA,2157,1801,1925,5110
DODGE,DURANGO,2019,NA,2157,1801,1925,5100
DODGE,DURANGO,2020,4WD,2305,1801,1925,5110
DODGE,DURANGO,2021,4WD,2166,1801,1925,5100
DODGE,DURANGO,2021,RWD,2170,1799,1925,5100
DODGE,DURANGO,2022,AWD,2334,1801,1925,5100
DODGE,DURANGO,2022,RWD,2157,1801,1925,5090
DODGE,DURANGO,2023,AWD,2200,1825,1924,5101
DODGE,DURANGO,2023,RWD,2269,1826,1925,5100
DODGE,DURANGO,2024,AWD,2415,1826,1925,5100
DODGE,DURANGO,2024,RWD,2150,1801,1925,5100
DODGE,DURANGO,2025,AWD,2433,1801,1925,5110
DODGE,DURANGO,2025,RWD,2150,1810,1940,5120
DODGE,DURANGO,2026,AWD,2380,1810,1935,5110
DODGE,DURANGO,2026,RWD,2300,1835,1975,5080
DODGE,DURANGO PURSUIT,2021,AWD,2438,1827,1925,5110
DODGE,DURANGO PURSUIT,2022,AWD,2377,1826,1925,5100
DODGE,DURANGO PURSUIT,2023,AWD,2426,1849,1925,5099
DODGE,DURANGO PURSUIT,2024,AWD,2354,1803,1925,5110
DODGE,DURANGO PURSUIT,2025,AWD,2550,1805,1925,5100
DODGE,DURANGO PURSUIT,2026,AWD,2600,1830,1960,5110
DODGE,DURANGO SRT,2021,AWD,2590,1801,1958,5110
DODGE,DURANGO SRT,2022,AWD,2500,1831,1966,5090
DODGE,DURANGO SRT,2023,AWD,2590,1831,1925,5110
DODGE,DURANGO SRT,2024,AWD,2590,1801,1925,5110
DODGE,DURANGO SRT,2025,AWD,2499,1831,1958,5111
DODGE,DURANGO SRT,2026,AWD,2550,1805,1970,5100
DODGE,DYNASTY,1993,NA,1354,1382,1742,4991
DODGE,GRAND CARAVAN,2002,FWD,1742,1750,1996,5093
DODGE,GRAND CARAVAN,2004,FWD,1753,1750,1996,5093
DODGE,GRAND CARAVAN,2009,FWD,2010,1753,1953,5143
DODGE,GRAND CARAVAN,2010,FWD,1962,1750,1953,5144
DODGE,GRAND CARAVAN,2011,FWD,1960,1725,1999,5151
DODGE,GRAND CARAVAN,2012,FWD,1960,1725,1999,5151
DODGE,GRAND CARAVAN,2013,FWD,1961,1750,1999,5151
DODGE,GRAND CARAVAN,2014,FWD,1960,1725,1999,5151
DODGE,GRAND CARAVAN,2015,FWD,1973,1725,1999,5174
DODGE,GRAND CARAVAN,2016,FWD,1960,1725,1999,5174
DODGE,GRAND CARAVAN,2017,FWD,1961,1760,1999,5174
DODGE,GRAND CARAVAN,2018,FWD,2033,1760,1999,5174
DODGE,GRAND CARAVAN,2019,FWD,2046,1749,1999,5174
DODGE,GRAND CARAVAN,2020,FWD,1959,1725,1999,5174
DODGE,HORNET,2023,AWD,1685,1621,1859,4529
DODGE,HORNET,2024,AWD,1685,1621,1859,4529
DODGE,HORNET,2025,AWD,1685,1621,1859,4529
DODGE,HORNET R/T EAWD,2024,AWD,1878,1621,1859,4521
DODGE,HORNET R/T EAWD,2025,AWD,1876,1621,1859,4521
DODGE,INTREPID,2002,NA,1558,1420,1897,5174
DODGE,INTREPID,2003,NA,1570,1420,1895,5176
DODGE,INTREPID,2004,NA,1565,1420,1897,5174
DODGE,JOURNEY,2009,AWD,1914,1692,1834,4887
DODGE,JOURNEY,2010,AWD,1725,1700,1834,4888
DODGE,JOURNEY,2011,4WD,1818,1692,1834,4887
DODGE,JOURNEY,2012,4WD,1901,1700,1835,4888
DODGE,JOURNEY,2013,4WD,1879,1692,1834,4887
DODGE,JOURNEY,2014,4WD,1860,1692,1834,4888
DODGE,JOURNEY,2015,AWD,1880,1700,1834,4888
DODGE,JOURNEY,2016,AWD,1927,1692,1834,4887
DODGE,JOURNEY,2017,AWD,1961,1692,1834,4887
DODGE,JOURNEY,2018,AWD,1890,1702,1834,4888
DODGE,JOURNEY,2019,AWD,1950,1692,1834,4887
DODGE,JOURNEY,2020,FWD,1739,1702,1834,4887
DODGE,MAGNUM,2005,NA,1790,1493,1880,5022
DODGE,MAGNUM,2006,AWD,1850,1490,1880,5020
DODGE,MAGNUM,2007,AWD,1950,1481,1882,5022
DODGE,MAGNUM,2008,AWD,1850,1527,1882,5072
DODGE,NEON,1997,NA,1134,1384,1712,4305
DODGE,NEON,1998,NA,1090,1375,1710,4363
DODGE,NEON,1999,NA,1084,1379,1712,4364
DODGE,NEON,2000,NA,1153,1392,1712,4430
DODGE,NEON,2001,NA,1137,1374,1712,4429
DODGE,NEON,2002,NA,1162,1422,1715,4371
DODGE,NEON,2003,NA,1170,1422,1712,4430
DODGE,NEON,2004,NA,1179,1422,1700,4420
DODGE,NEON,2005,NA,1179,1435,1710,4404
DODGE,NITRO,2007,4WD,1900,1775,1856,4463
DODGE,NITRO,2008,4WD,1855,1775,1857,4544
DODGE,NITRO,2010,AWD,1928,1783,1857,4544
DODGE,NITRO,2011,4WD,1941,1773,1856,4584
DODGE,RAM,1994,NA,2277,1930,2019,5677
DODGE,RAM,1995,NA,1980,1826,2017,5184
DODGE,RAM,1997,NA,2050,1956,2017,5184
DODGE,RAM,1998,NA,2252,1910,2014,5695
DODGE,RAM,1999,NA,2086,1875,2029,5695
DODGE,RAM,2000,NA,2250,1930,2017,5690
DODGE,RAM,2001,NA,2200,1870,2014,5695
DODGE,RAM,2002,NA,2180,1890,2030,5820
DODGE,RAM,2003,NA,2450,1930,2020,5830
DODGE,RAM,2004,NA,2431,1991,2029,5784
DODGE,RAM VAN,2002,NA,2250,2057,2002,4877
DODGE,RAM VAN,2003,NA,2125,2050,2014,5146
DODGE,SHADOW,1991,NA,1120,1361,1707,4404
DODGE,SPIRIT,1994,NA,1270,1350,1710,4660
DODGE,STEALTH,1993,NA,1720,1255,1785,4595
DODGE,STRATUS,1999,NA,1406,1397,1745,4724
DODGE,STRATUS,2000,NA,1390,1397,1753,4742
DODGE,STRATUS,2001,NA,1450,1395,1740,4849
DODGE,STRATUS,2002,NA,1450,1394,1745,4859
DODGE,STRATUS,2003,NA,1406,1415,1819,4867
DODGE,STRATUS,2004,NA,1406,1397,1745,4849
DODGE,STRATUS,2005,NA,1440,1415,1745,4854
DODGE,STRATUS,2006,FWD,1435,1395,1745,4849
DODGE,VIPER,2004,NA,1535,1199,1911,4459
DODGE,VIPER,2006,RWD,1565,1209,1910,4460
EAGLE,VISION,1996,NA,1587,1412,1890,5121
FIAT,124 SPIDER,2017,RWD,1105,1232,1740,4054
FIAT,500,2012,FWD,1072,1519,1627,3546
FIAT,500,2013,FWD,1130,1519,1628,3546
FIAT,500,2014,FWD,1118,1519,1628,3546
FIAT,500,2015,FWD,1072,1519,1628,3546
FIAT,500,2019,FWD,1104,1519,1628,3668
FIAT,500E,2024,FWD,1361,1529,1687,3632
FIAT,500E,2025,FWD,1390,1527,1684,3625
FIAT,500E,2026,FWD,1375,1530,1690,3630
FIAT,500L,2014,NA,1380,1667,1784,4147
FIAT,500L,2018,NA,1476,1669,1801,4247
FIAT,500X,2016,NA,1360,1603,1796,4248
FIAT,500X,2021,AWD,1563,1621,1796,4265
FIAT,500X,2021,FWD,1408,1618,1796,4247
FIAT,500X,2022,AWD,1573,1618,1781,4247
FIAT,500X,2022,FWD,1499,1618,1811,4247
FIAT,500X,2023,AWD,1522,1618,1811,4247
FORD,AEROSTAR,1994,NA,1633,1808,1829,4435
FORD,AEROSTAR,1995,NA,1912,1829,1836,4826
FORD,AEROSTAR,1996,NA,1640,1778,1880,4407
FORD,BRONCO,1993,NA,2165,1872,1986,4625
FORD,BRONCO,1994,NA,2260,1915,2009,4836
FORD,BRONCO,1996,NA,2210,1916,2009,4823
FORD,BRONCO,2022,AWD,2119.5,1871,1928,4811
FORD,BRONCO,2023,4WD,2093.5,1895,1928,4825
FORD,BRONCO,2024,4WD,2070.5,1913,1928,4811
FORD,BRONCO 2DR,2025,4WD,2000,1870,1928,4412
FORD,BRONCO 2DR,2026,4WD,2050,1826,1928,4412
FORD,BRONCO 4DR,2025,4WD,2220,1880,1950,4825
FORD,BRONCO 4DR,2026,4WD,2300,1980,2014,4811
FORD,BRONCO SPORT,2022,4WD,1563,1814,1888,4387
FORD,BRONCO SPORT,2023,4WD,1573,1760,1887,4387
FORD,BRONCO SPORT,2024,4WD,1570,1760,1887,4387
FORD,BRONCO SPORT,2026,4WD,1630,1790,1887,4387
FORD,BRONCO SPORT EARLY RELEASE,2025,4WD,1573,1758,1887,4387
FORD,BRONCO SPORT LATER RELEASE,2025,4WD,1685,1800,1890,4415
FORD,CONTOUR,1998,NA,1270,1372,1755,4526
FORD,CONTOUR,1999,NA,1280,1382,1755,4679
FORD,CONTOUR,2000,NA,1310,1390,1755,4680
FORD,CROWN VICTORIA,1992,NA,1720,1438,1976,5385
FORD,CROWN VICTORIA,1994,NA,1769,1435,1986,5385
FORD,CROWN VICTORIA,1995,NA,1790,1430,1968,5385
FORD,CROWN VICTORIA,1996,NA,1753,1443,1986,5385
FORD,CROWN VICTORIA,1998,NA,1770,1445,1986,5385
FORD,CROWN VICTORIA,1999,NA,1812,1448,1986,5385
FORD,CROWN VICTORIA,2000,NA,1801,1448,1976,5385
FORD,CROWN VICTORIA,2002,NA,1791,1481,1986,5385
FORD,CROWN VICTORIA,2003,NA,1796,1443,1986,5385
FORD,CROWN VICTORIA,2004,NA,1848,1443,1986,5385
FORD,CROWN VICTORIA,2005,NA,1837,1445,1963,5385
FORD,CROWN VICTORIA,2006,RWD,1800,1481,1986,5385
FORD,CROWN VICTORIA,2007,RWD,1840,1439,1986,5385
FORD,CROWN VICTORIA,2008,RWD,1845,1448,1986,5385
FORD,CROWN VICTORIA,2009,RWD,1843,1445,1986,5385
FORD,CROWN VICTORIA,2010,RWD,1840,1491,1986,5385
FORD,CROWN VICTORIA,2011,RWD,1859,1481,1986,5385
FORD,E-150,2005,RWD,2360,2095,2014,5382
FORD,E-150,2006,RWD,2268,2088,2017,5382
