Make,Model,Year,Drive Train,Kerb Weight,Car Height,Car Length,Car Width
MAZDA,MAZDA3,2024,FWD,1394,1440,4660,1795
MAZDA,MX-5,2024,RWD,1062,1234,3914,1735
MERCEDES-BENZ,C-CLASS,2024,AWD,1720,1430,4750,1816
MERCEDES-BENZ,C-CLASS,2024,RWD,1660,1438,4751,1820
MERCEDES-BENZ,C-CLASS PHEV,2024,AWD,2065,1438,4751,1820
MERCEDES-BENZ,CLA,2024,AWD,1590,1440,4688,1830
MERCEDES-BENZ,CLA,2024,FWD,1570,1439,4688,1830
MERCEDES-BENZ,CLE,2024,AWD,1815,1428,4850,1860
MERCEDES-BENZ,CLE CABRIOLET,2024,AWD,1925,1424,4850,1860
MERCEDES-BENZ,E-CLASS,2024,AWD,1930,1468,4949,1880
MERCEDES-BENZ,E-CLASS,2024,RWD,1880,1473,4950,1880
MERCEDES-BENZ,E-CLASS WAGON,2024,AWD,2035,1469,4949,1880
MERCEDES-BENZ,EQB,2024,AWD,2197,1667,4684,1834
MERCEDES-BENZ,EQB,2024,FWD,2110,1667,4684,1834
MERCEDES-BENZ,EQE,2024,AWD,2480,1527,4943,1961
MERCEDES-BENZ,EQE,2024,RWD,2375,1511,4994,1961
MERCEDES-BENZ,EQE SUV,2024,AWD,2505,1687,4864,1941
MERCEDES-BENZ,EQE SUV,2024,RWD,2430,1679,4864,1941
MERCEDES-BENZ,EQS,2024,AWD,2505,1512,5265,1926
MERCEDES-BENZ,EQS,2024,RWD,2482,1527,5217,1925
MERCEDES-BENZ,EQS SUV,2024,AWD,2805,1720,5125,1958
MERCEDES-BENZ,EQS SUV,2024,RWD,2665,1716,5125,1959
MERCEDES-BENZ,G-CLASS,2024,4WD,2640,1969,4910,1930
MERCEDES-BENZ,GLA,2024,AWD,1605,1613,4409,1834
MERCEDES-BENZ,GLA,2024,FWD,1575,1615,4415,1834
MERCEDES-BENZ,GLB,2024,AWD,1709,1659,4634,1834
MERCEDES-BENZ,GLB,2024,FWD,1645,1669,4634,1834
MERCEDES-BENZ,GLC,2024,AWD,1845,1641,4716,1890
MERCEDES-BENZ,GLC,2024,RWD,1925,1641,4717,1890
MERCEDES-BENZ,GLC COUPE,2024,AWD,1935,1609,4764,1890
MERCEDES-BENZ,GLE,2024,AWD,2219,1800,4935,1948
MERCEDES-BENZ,GLE,2024,RWD,2115,1783,4935,1948
MERCEDES-BENZ,GLE COUPE,2024,AWD,2340,1716,4946,2010
MERCEDES-BENZ,GLE PHEV,2024,AWD,2635,1797,4945,1949
MERCEDES-BENZ,GLS,2024,AWD,2490,1823,5207,1956
MERCEDES-BENZ,GT 4-DOOR COUPE,2024,AWD,2025,1447,5054,1953
MERCEDES-BENZ,GT 4-DOOR COUPE PHEV,2024,AWD,2380,1442,5054,1953
MERCEDES-BENZ,GT COUPE,2024,AWD,2020,1354,4728,1984
MERCEDES-BENZ,MERCEDES-BENZ ESPRINTER (HO),2024,RWD,2950,2695,7125,2020
MERCEDES-BENZ,MERCEDES-BENZ ESPRINTER (SO),2024,RWD,3084,2764,7112,2032
MERCEDES-BENZ,S-CLASS,2024,AWD,2250,1504,5288,1953
MERCEDES-BENZ,S-CLASS,2024,RWD,2000,1503,5289,1921
MERCEDES-BENZ,S-CLASS PHEV,2024,AWD,2495,1503,5289,1954
MERCEDES-BENZ,SL,2024,AWD,1950,1359,4705,1911
MERCEDES-BENZ,SL PHEV,2024,AWD,2135,1354,4705,1918
MERCEDES-BENZ,SPRINTER 2500 12 PASSENGER VAN,2024,AWD,3045,2746,5932,2024
MERCEDES-BENZ,SPRINTER 2500 12 PASSENGER VAN,2024,RWD,2760,2720,6973,2020
MERCEDES-BENZ,SPRINTER 2500 15 PASSENGER VAN,2024,RWD,2800,2672,7361,2024
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN,2024,RWD,2460,2357,5931,2426
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2024,AWD,2770,2854,6973,2020
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2024,RWD,2800,2731,6949,2032
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2024,AWD,2420,2352,5932,2024
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2024,RWD,2243,2446,5931,2032
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2024,AWD,2604,2380,6949,2037
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2024,RWD,2676,2731,6967,2024
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2024,AWD,2884,2456,5931,2456
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2024,RWD,2770,2370,5931,2344
MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN,2024,AWD,3046,2672,5931,2019
MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN,2024,RWD,2943,2670,6960,2020
MERCEDES-BENZ,SPRINTER 3500 CREW VAN,2024,RWD,2650,2670,5932,2020
MERCEDES-BENZ,SPRINTER 3500XD CARGO VAN,2024,AWD,2948,2873,6949,2032
MERCEDES-BENZ,SPRINTER 3500XD CARGO VAN,2024,RWD,2772,2842,6967,2456
MERCEDES-BENZ,SPRINTER 3500XD CREW VAN,2024,AWD,2835,2771,5931,2032
MERCEDES-BENZ,SPRINTER 3500XD CREW VAN,2024,RWD,3100,2640,5932,2024
MERCEDES-BENZ,SPRINTER 4500 CARGO VAN,2024,RWD,2850,2731,6967,2032
MERCEDES-BENZ,SPRINTER 4500 CREW VAN,2024,RWD,2735,2755,6967,2020
MERCEDES-MAYBACH,EQS SUV,2024,AWD,3230,1721,5125,2034
MERCEDES-MAYBACH,GLS,2024,AWD,2722,1839,5189,2030
MERCEDES-MAYBACH,S-CLASS,2024,AWD,2440,1504,5469,1920
MINI,CLUBMAN,2024,AWD,1610,1441,4266,1800
MINI,CLUBMAN,2024,FWD,1515,1441,4266,1800
MINI,CONVERTIBLE,2024,FWD,1305,1415,3876,1725
MINI,COOPER SE,2024,FWD,1700,1570,3867,1754
MINI,COUNTRYMAN,2024,AWD,1735,1656,4433,1843
MINI,COUNTRYMAN,2024,FWD,1620,1656,4433,1843
MINI,HARDTOP 2DR,2024,FWD,1248,1415,3874,1725
MINI,HARDTOP 4DR,2024,FWD,1305,1425,4013,1725
MITSUBISHI,ECLIPSE CROSS,2024,AWD,1575,1684,4544,1806
MITSUBISHI,ECLIPSE CROSS,2024,FWD,1500,1685,4545,1805
MITSUBISHI,MIRAGE,2024,FWD,970,1515,4250,1670
MITSUBISHI,MIRAGE G4,2024,FWD,1000,1515,4305,1670
MITSUBISHI,OUTLANDER,2024,AWD,1795,1745,4710,1862
MITSUBISHI,OUTLANDER,2024,FWD,1635,1745,4710,1862
MITSUBISHI,OUTLANDER PHEV,2024,AWD,2086,1740,4710,1862
MITSUBISHI,OUTLANDER SPORT,2024,AWD,1515,1646,4366,1811
MITSUBISHI,OUTLANDER SPORT,2024,FWD,1440,1640,4365,1810
NISSAN,ALTIMA,2024,AWD,1607,1443,4900,1852
NISSAN,ALTIMA,2024,FWD,1473,1445,4890,1830
NISSAN,ARIYA,2024,2WD,1984,1661,4646,1857
NISSAN,ARIYA,2024,4WD,2268,1655,4595,1850
NISSAN,ARMADA,2024,4WD,2732,1971,5306,2029
NISSAN,ARMADA,2024,RWD,2581,1971,5306,2029
NISSAN,FRONTIER CREW CAB,2024,4WD,2143,1887,5339,1854
NISSAN,FRONTIER CREW CAB,2024,RWD,1985,1831,5339,1854
NISSAN,FRONTIER KING CAB,2024,4WD,2000,1839,5339,1897
NISSAN,FRONTIER KING CAB,2024,RWD,1955,1857,5339,1897
NISSAN,GTR,2024,4WD,1751,1369,4689,1895
NISSAN,KICKS,2024,FWD,1211,1621,4295,1760
NISSAN,LEAF (40 kWH BATTERY),2024,FWD,1572,1539,4491,1791
NISSAN,LEAF PLUS (60 kWH BATTERY),2024,FWD,1749,1539,4491,1791
NISSAN,MURANO,2024,AWD,1819,1720,4897,1915
NISSAN,MURANO,2024,FWD,1779,1722,4897,1915
NISSAN,PATHFINDER,2024,AWD,2091,1801,5022,1979
NISSAN,PATHFINDER,2024,FWD,1961,1778,5022,1979
NISSAN,ROGUE,2024,AWD,1597,1689,4648,1839
NISSAN,ROGUE,2024,FWD,1568,1689,4648,1839
NISSAN,SENTRA,2024,FWD,1397,1445,4641,1816
NISSAN,TITAN CREW CAB,2024,4WD,2721,1961,5804,2019
NISSAN,TITAN CREW CAB,2024,RWD,2490,1943,5804,2019
NISSAN,TITAN KING CAB,2024,4WD,2543,1925,5804,2019
NISSAN,TITAN KING CAB,2024,RWD,2489,1908,5796,2019
NISSAN,TITAN XD CREW CAB,2024,4WD,3040,2000,6190,2051
NISSAN,VERSA,2024,FWD,1214,1473,4496,1732
NISSAN,Z,2024,RWD,1581,1311,4379,1849
POLESTAR,POLESTAR 2,2024,AWD,2059,1479,4606,1859
POLESTAR,POLESTAR 2,2024,RWD,1948,1479,4606,1859
PORSCHE,718 BOXSTER,2024,RWD,1376,1280,4379,1801
PORSCHE,718 BOXSTER GTS 4.0,2024,RWD,1405,1278,4405,1801
PORSCHE,718 BOXSTER S,2024,RWD,1406,1280,4379,1801
PORSCHE,718 BOXSTER STYLE EDITION,2024,RWD,1410,1281,4379,1801
PORSCHE,718 BOXSTER T,2024,RWD,1350,1281,4379,1801
PORSCHE,718 CAYMAN,2024,RWD,1365,1295,4379,1801
PORSCHE,718 CAYMAN GTS 4.0,2024,RWD,1405,1284,4405,1801
PORSCHE,718 CAYMAN S,2024,RWD,1460,1295,4379,1801
PORSCHE,718 CAYMAN STYLE EDITION,2024,RWD,1376,1295,4379,1801
PORSCHE,718 CAYMAN T,2024,RWD,1390,1295,4379,1801
PORSCHE,718 GT4,2024,RWD,1420,1262,4455,1801
PORSCHE,718 GT4 RS,2024,RWD,1410,1256,4456,1822
PORSCHE,718 SPYDER,2024,RWD,1420,1258,4432,1801
PORSCHE,718 SPYDER RS,2024,RWD,1410,1259,4418,1801
PORSCHE,911 50 YEARS PORSCHE DESIGN EDITION,2024,ADW,1670,1294,4535,1852
PORSCHE,911 CARRERA,2024,RWD,1560,1298,4530,1852
PORSCHE,911 CARRERA 4,2024,AWD,1570,1300,4519,1852
PORSCHE,911 CARRERA 4 CABRIOLET,2024,AWD,1655,1297,4519,1852
PORSCHE,911 CARRERA 4 GTS,2024,AWD,1615,1293,4533,1852
PORSCHE,911 CARRERA 4 GTS CABRIOLET,2024,AWD,1670,1300,4535,1852
PORSCHE,911 CARRERA 4S,2024,AWD,1595,1298,4519,1852
PORSCHE,911 CARRERA 4S CABRIOLET,2024,AWD,1675,1299,4519,1852
PORSCHE,911 CARRERA CABRIOLET,2024,RWD,1595,1301,4519,1852
PORSCHE,911 CARRERA GTS,2024,RWD,1595,1291,4537,1852
PORSCHE,911 CARRERA GTS CABRIOLET,2024,RWD,1605,1291,4533,1852
PORSCHE,911 CARRERA S,2024,RWD,1530,1300,4530,1852
PORSCHE,911 CARRERA S CABRIOLET,2024,RWD,1611,1293,4536,1852
PORSCHE,911 CARRERA T,2024,RWD,1470,1280,4530,1852
PORSCHE,911 DAKAR,2024,AWD,1605,1338,4530,1852
PORSCHE,911 GT3,2024,RWD,1435,1279,4573,1852
PORSCHE,911 GT3 RS,2024,RWD,1450,1322,4573,1900
PORSCHE,911 GT3 TOURING,2024,RWD,1418,1290,4573,1852
PORSCHE,911 SPORT CLASSIC,2024,RWD,1570,1301,4535,1852
PORSCHE,911 S/T,2024,RWD,1380,1271,4573,1852
PORSCHE,911 TARGA 4,2024,AWD,1665,1297,4535,1852
PORSCHE,911 TARGA 4 GTS,2024,AWD,1670,1291,4533,1852
PORSCHE,911 TARGA 4S,2024,AWD,1680,1297,4535,1852
PORSCHE,911 TURBO,2024,AWD,1641,1298,4536,1902
PORSCHE,911 TURBO CABRIOLET,2024,AWD,1740,1301,4535,1852
PORSCHE,911 TURBO S,2024,AWD,1640,1303,4535,1900
PORSCHE,911 TURBO S CABRIOLET,2024,AWD,1781,1298,4536,1902
PORSCHE,CAYENNE,2024,AWD,2100,1701,4930,1983
PORSCHE,CAYENNE COUPÉ,2024,AWD,2175,1678,4930,1983
PORSCHE,CAYENNE E-HYBRID,2024,AWD,2345,1673,4930,1983
PORSCHE,CAYENNE E-HYBRID COUPÉ,2024,AWD,2345,1679,4930,1983
PORSCHE,CAYENNE S,2024,AWD,2175,1673,4930,1983
PORSCHE,CAYENNE S COUPÉ,2024,AWD,2185,1673,4930,2179
PORSCHE,CAYENNE S E-HYBRID,2024,AWD,2495,1695,4930,1983
PORSCHE,CAYENNE S E-HYBRID COUPÉ,2024,AWD,2495,1678,4930,1983
PORSCHE,CAYENNE TURBO E-HYBRID,2024,AWD,2570,1673,4930,1983
PORSCHE,CAYENNE TURBO E-HYBRID COUPÉ,2024,AWD,2570,1679,4930,1984
PORSCHE,CAYENNE TURBO GT COUPÉ,2024,AWD,2245,1634,4942,1995
PORSCHE,MACAN,2024,AWD,1875,1621,4726,1922
PORSCHE,MACAN 4,2024,AWD,2330,1621,4784,1938
PORSCHE,MACAN GTS,2024,AWD,1960,1607,4726,1927
PORSCHE,MACAN S,2024,AWD,1985,1621,4726,1922
PORSCHE,MACAN T,2024,AWD,1882,1621,4727,1933
PORSCHE,MACAN TURBO,2024,AWD,2405,1621,4784,1938
PORSCHE,PANAMERA,2024,RWD,1900,1423,5052,1937
PORSCHE,PANAMERA 4,2024,AWD,1985,1423,5052,1937
PORSCHE,TAYCAN,2024,RWD,2095,1395,4963,1966
PORSCHE,TAYCAN 4 CROSS TURISMO,2024,AWD,2250,1409,4974,1967
PORSCHE,TAYCAN 4S,2024,AWD,2255,1389,4963,1966
PORSCHE,TAYCAN 4S CROSS TURISMO,2024,AWD,2245,1419,4974,1967
PORSCHE,TAYCAN GTS,2024,AWD,2295,1380,4963,1966
PORSCHE,TAYCAN GTS SPORT TURISMO,2024,AWD,2343,1391,4963,1966
PORSCHE,TAYCAN TURBO,2024,AWD,2295,1379,4963,1966
PORSCHE,TAYCAN TURBO CROSS TURISMO,2024,AWD,2365,1399,4974,1967
PORSCHE,TAYCAN TURBO S,2024,AWD,2365,1380,4963,1966
PORSCHE,TAYCAN TURBO S CROSS TURISMO,2024,AWD,2365,1397,4974,1967
RAM,PROMASTER,2024,FWD,2217,2304,5413,2090
RAM,PROMASTER BEV,2024,FWD,2580,2540,6363,2050
RAM,RAM 1500 CREW CAB,2024,4WD,2450,1970,5916,2085
RAM,RAM 1500 CREW CAB,2024,RWD,2211,1970,5916,2085
RAM,RAM 1500 CREW CAB TRX,2024,4WD,2921,2055,5916,2235
RAM,RAM 1500 QUAD CAB,2024,4WD,2280,1971,5916,2085
RAM,RAM 1500 QUAD CAB,2024,RWD,2166,1969,5916,2085
RAM,RAM 2500 CREW CAB,2024,4WD,3288,2024,6066,2017
RAM,RAM 2500 CREW CAB,2024,RWD,2913,1989,6065,2121
RAM,RAM 2500 MEGA CAB,2024,4WD,3447,2024,6325,2121
RAM,RAM 2500 REGULAR CAB,2024,4WD,3125,2024,5916,2019
RAM,RAM 2500 REGULAR CAB,2024,RWD,2908,1979,6066,2085
RIVIAN,EDV 500,2024,FWD,2944,2715,6312,2172
RIVIAN,EDV 700,2024,FWD,3950,2710,6560,2160
RIVIAN,R1S,2024,AWD,3163,1831,5099,2014
RIVIAN,R1T,2024,AWD,3242,1857,5514,2078
RIVIAN,RCV-DELIVERY 500,2024,FWD,2980,2770,5791,2179
ROLLS-ROYCE,CULLINAN,2024,AWD,2750,1835,5341,2000
ROLLS-ROYCE,GHOST,2024,AWD,2490,1565,5546,1979
ROLLS-ROYCE,GHOST EWB,2024,AWD,2530,1571,5716,1978
ROLLS-ROYCE,PHANTOM,2024,RWD,2610,1646,5762,2018
ROLLS-ROYCE,PHANTOM EWB,2024,RWD,2610,1656,5982,2018
SUBARU,ASCENT,2024,AWD,2010,1835,4998,1930
SUBARU,BRZ,2024,RWD,1283,1311,4265,1775
SUBARU,CROSSTREK,2024,AWD,1589,1600,4480,1800
SUBARU,CROSSTREK WILDERNESS,2024,AWD,1578,1699,4481,1826
SUBARU,FORESTER,2024,AWD,1567,1730,4641,1816
SUBARU,FORESTER WILDERNESS,2024,AWD,1576,1750,4640,1816
SUBARU,IMPREZA,2024,AWD,1450,1480,4475,1780
SUBARU,LEGACY,2024,AWD,1586,1501,4841,1839
SUBARU,OUTBACK,2024,AWD,1642,1699,4875,1855
SUBARU,OUTBACK WILDERNESS,2024,AWD,1774,1715,4874,1895
SUBARU,Solterra,2024,AWD,2045,1650,4690,1860
SUBARU,WRX,2024,AWD,1529,1468,4669,1882
TESLA,CYBERTRUCK,2024,AWD,2995,1791,5682,2201
TESLA,MODEL 3,2024,AWD,1854,1441,4720,1850
TESLA,MODEL 3,2024,RWD,1761,1441,4720,1850
TESLA,MODEL S (ALL VARIANTS),2024,AWD,2069,1431,5019,1964
TESLA,MODEL X (ALL VARIANTS),2024,AWD,2335,1684,5037,1999
TESLA,MODEL Y (All Variants),2024,AWD,2003,1624,4751,1921
TESLA,MODEL Y RWD,2024,RWD,1982,1624,4751,1921
TOYOTA,4RUNNER,2024,2WD,1996,1816,4831,1925
TOYOTA,4RUNNER,2024,4WD,2155,1816,4831,1925
TOYOTA,BZ4X,2024,AWD,2000,1651,4689,1864
TOYOTA,BZ4X,2024,FWD,1935,1649,4689,1859
TOYOTA,CAMRY,2024,AWD,1620,1445,4879,1839
TOYOTA,CAMRY,2024,FWD,1492,1445,4880,1839
TOYOTA,CAMRY HYBRID,2024,FWD,1599,1445,4925,1840
TOYOTA,COROLLA,2024,FWD,1395,1435,4630,1780
TOYOTA,COROLLA CROSS,2024,AWD,1508,1646,4473,1826
TOYOTA,COROLLA CROSS,2024,FWD,1410,1646,4460,1825
TOYOTA,COROLLA CROSS HYBRID,2024,AWD,1525,1648,4473,1825
TOYOTA,COROLLA HATCHBACK,2024,FWD,1388,1450,4369,1791
TOYOTA,COROLLA HYBRID,2024,AWD,1470,1435,4636,1781
TOYOTA,COROLLA HYBRID,2024,FWD,1386,1435,4636,1781
TOYOTA,CROWN HYBRID,2024,4WD,1706,1539,4980,1839
TOYOTA,GR86,2024,RWD,1275,1310,4265,1790
TOYOTA,GRAND HIGHLANDER,2024,AWD,2100,1781,5116,1989
TOYOTA,GRAND HIGHLANDER,2024,FWD,2020,1780,5115,1989
TOYOTA,GRAND HIGHLANDER HYBRID,2024,AWD,2218,1781,5116,1989
TOYOTA,GRAND HIGHLANDER HYBRID,2024,FWD,2093,1798,5116,1989
TOYOTA,GR COROLLA,2024,AWD,1480,1453,4407,1849
TOYOTA,HIGHLANDER,2024,AWD,2039,1730,4950,1930
TOYOTA,HIGHLANDER,2024,FWD,1930,1730,4950,1930
TOYOTA,HIGHLANDER HYBRID,2024,AWD,2025,1740,4950,1930
TOYOTA,HIGHLANDER HYBRID,2024,FWD,2015,1730,4950,1930
TOYOTA,MIRAI,2024,RWD,1925,1470,4975,1885
TOYOTA,PRIUS,2024,AWD,1460,1420,4600,1783
TOYOTA,PRIUS,2024,FWD,1410,1420,4600,1783
TOYOTA,PRIUS PRIME,2024,FWD,1550,1420,4600,1780
TOYOTA,RAV4,2024,AWD,1650,1720,4600,1855
TOYOTA,RAV4,2024,FWD,1529,1702,4595,1854
TOYOTA,RAV4 HYBRID,2024,AWD,1712,1702,4595,1865
TOYOTA,RAV4 PRIME,2024,AWD,1980,1702,4595,1864
TOYOTA,SEQUOIA HYBRID,2024,2WD,2549,1885,5306,2027
TOYOTA,SEQUOIA HYBRID,2024,4WD,2549,1895,5306,2027
TOYOTA,SIENNA HYBRID,2024,AWD,2130,1770,5174,1994
TOYOTA,SIENNA HYBRID,2024,FWD,2009,1760,5174,1994
TOYOTA,SUPRA,2024,RWD,1542,1293,4382,1854
TOYOTA,TACOMA,2024,2WD,2034,1895,5410,1953
TOYOTA,TACOMA,2024,2WD,1900,1875,5537,1953
TOYOTA,TACOMA,2024,4WD,2141,1895,5410,1956
TOYOTA,TACOMA,2024,4WD,2166,1895,5410,1953
TOYOTA,TACOMA HYBRID,2024,4WD,2363,1887,5410,1979
TOYOTA,TUNDRA,2024,2WD,2363,1984,5933,2037
TOYOTA,TUNDRA,2024,2WD,2309,1981,5933,2037
TOYOTA,TUNDRA,2024,4WD,2599,1981,5933,2037
TOYOTA,TUNDRA,2024,4WD,2406,1981,5933,2037
TOYOTA,TUNDRA HYBRID,2024,2WD,2604,1981,5933,2037
TOYOTA,TUNDRA HYBRID,2024,4WD,2708,1980,5933,2032
TOYOTA,VENZA HYBRID,2024,AWD,1705,1675,4740,1855
VINFAST,VF8,2024,AWD,2518,1666,4800,1933
VOLKSWAGEN,ATLAS,2024,AWD,2044,1788,5098,1989
VOLKSWAGEN,ATLAS,2024,FWD,1940,1788,5098,1989
VOLKSWAGEN,ATLAS CROSS SPORT,2024,AWD,2085,1725,5019,1991
VOLKSWAGEN,ATLAS CROSS SPORT,2024,FWD,1935,1720,4968,1990
VOLKSWAGEN,GOLF GTI,2024,FWD,1429,1463,4287,1788
VOLKSWAGEN,GOLF R,2024,AWD,1565,1438,4290,1789
VOLKSWAGEN,ID.4,2024,AWD,2250,1656,4590,1864
VOLKSWAGEN,ID.4,2024,RWD,2069,1664,4585,1852
VOLKSWAGEN,JETTA,2024,FWD,1345,1466,4737,1798
VOLKSWAGEN,JETTA GLI,2024,FWD,1473,1466,4737,1798
VOLKSWAGEN,TAOS,2024,AWD,1580,1636,4465,1842
VOLKSWAGEN,TAOS,2024,FWD,1447,1636,4465,1842
VOLKSWAGEN,TIGUAN,2024,AWD,1695,1664,4728,1839
VOLKSWAGEN,TIGUAN,2024,FWD,1629,1664,4727,1839
VOLVO,C40 RECHARGE,2024,AWD,2164,1591,4440,1873
VOLVO,C40 RECHARGE,2024,RWD,2023,1582,4440,1873
VOLVO,S60 B5,2024,AWD,1745,1431,4761,1850
VOLVO,S60 B5,2024,FWD,1698,1437,4796,1850
VOLVO,S60 RECHARGE,2024,AWD,2040,1438,4761,1838
VOLVO,S90 B6,2024,AWD,1921,1440,4973,1880
VOLVO,S90 RECHARGE,2024,AWD,2166,1450,5090,1880
VOLVO,V60 CROSS COUNTRY B5,2024,AWD,1827,1499,4788,1850
VOLVO,V60 RECHARGE POLESTAR ENGINEERED,2024,AWD,2029,1438,4765,1849
VOLVO,V90 CROSS COUNTRY B6,2024,AWD,1933,1543,4964,1890
VOLVO,XC40 B5,2024,AWD,1799,1659,4440,1872
VOLVO,XC40 RECHARGE,2024,AWD,2190,1652,4440,1910
VOLVO,XC40 RECHARGE,2024,RWD,2038,1651,4440,1873
VOLVO,XC60 B5,2024,AWD,1916,1653,4707,1902
VOLVO,XC60 RECHARGE,2024,AWD,2166,1658,4709,1902
VOLVO,XC90 B5,2024,AWD,2083,1763,4953,2009
VOLVO,XC90 B6,2024,AWD,2136,1776,4950,1958
VOLVO,XC90 RECHARGE,2024,AWD,2373,1763,4953,2009
ACURA,INTEGRA,2023,FWD,1395,1410,4719,1829
ACURA,MDX,2023,AWD,2043,1704,5039,2000
ACURA,MDX,2023,FWD,2013,1704,5039,1999
ACURA,RDX,2023,AWD,1814,1669,4742,1900
ACURA,RDX,2023,FWD,1776,1669,4740,1900
ACURA,TLX,2023,AWD,1781,1433,4943,1956
ACURA,TLX,2023,FWD,1682,1433,4943,1910
ALFA,GIULIA,2023,AWD,1638,1394,4636,1872
ALFA,GIULIA,2023,RWD,1560,1438,4643,1860
ALFA,GIULIA QUADRIFOGLIO,2023,RWD,1573,1382,4636,1872
ALFA,STELVIO,2023,AWD,1845,1671,4687,1903
ALFA,STELVIO,2023,RWD,1771,1671,4687,1903
ALFA,STELVIO QUADRIFOGLIO,2023,AWD,1911,1674,4701,1976
AUDI,AUDI A3,2023,AWD,1535,1425,4493,1816
AUDI,AUDI A3,2023,FWD,1485,1427,4501,1816
AUDI,AUDI A4,2023,AWD,1630,1427,4762,1847
AUDI,AUDI A4 ALLROAD,2023,AWD,1735,1493,4762,1847
AUDI,AUDI A5 CABRIOLET,2023,AWD,1845,1387,4691,1847
AUDI,AUDI A5 COUPE,2023,AWD,1700,1372,4697,1843
AUDI,AUDI A5 SPORTBACK,2023,AWD,1720,1382,4757,1844
AUDI,AUDI A6 ALLROAD,2023,AWD,2060,1497,4951,1902
AUDI,AUDI A6 SEDAN,2023,AWD,1830,1458,4938,1887
AUDI,AUDI A7,2023,AWD,1975,1422,4969,1908
AUDI,AUDI A8 LWB,2023,AWD,2210,1488,5320,1945
AUDI,AUDI E-TRON,2023,AWD,2565,1629,4902,1935
AUDI,AUDI E-TRON GT,2023,AWD,2276,1414,4989,1964
AUDI,AUDI E-TRON S,2023,AWD,2655,1629,4902,1935
AUDI,AUDI E-TRON SPORTBACK,2023,AWD,2621,1616,4901,1935
AUDI,AUDI E-TRON S SPORTBACK,2023,AWD,2695,1651,4910,1935
AUDI,AUDI Q3,2023,AWD,1770,1598,4486,1849
AUDI,AUDI Q4 E-TRON,2023,AWD,2250,1633,4588,1865
AUDI,AUDI Q4 E-TRON,2023,RWD,2095,1641,4590,1864
AUDI,AUDI Q4 SPORTBACK E-TRON,2023,AWD,2245,1614,4588,1865
AUDI,AUDI Q5,2023,AWD,1780,1659,4681,1892
AUDI,AUDI Q5 PHEV,2023,AWD,2095,1659,4682,1893
AUDI,AUDI Q5 SPORTBACK,2023,AWD,1875,1659,4690,1893
AUDI,AUDI Q7,2023,AWD,2304,1755,5062,1971
AUDI,AUDI Q8,2023,AWD,2270,1707,4993,1994
AUDI,AUDI R8 COUPE,2023,AWD,1680,1240,4430,1940
AUDI,AUDI R8 COUPE,2023,RWD,1595,1240,4429,1940
AUDI,AUDI R8 SPYDER,2023,AWD,1770,1242,4429,1940
AUDI,AUDI R8 SPYDER,2023,RWD,1770,1242,4429,1940
AUDI,AUDI RS 3,2023,AWD,1609,1412,4507,1851
AUDI,AUDI RS 5 COUPE,2023,AWD,1740,1372,4723,1866
AUDI,AUDI RS 5 SPORTBACK,2023,AWD,1795,1399,4783,1867
AUDI,AUDI RS 6 AVANT,2023,AWD,2150,1498,4995,1951
AUDI,AUDI RS 7,2023,AWD,2140,1435,5009,1951
AUDI,AUDI RS E-TRON GT,2023,AWD,2380,1394,4989,1963
AUDI,AUDI RS Q8,2023,AWD,2390,1750,5012,1999
AUDI,AUDI S3,2023,AWD,1575,1407,4562,1783
AUDI,AUDI S4,2023,AWD,1745,1427,4762,1847
AUDI,AUDI S5 CABRIOLET,2023,AWD,1875,1384,4705,1846
AUDI,AUDI S5 COUPE,2023,AWD,1755,1362,4705,1846
AUDI,AUDI S5 SPORTBACK,2023,AWD,1845,1397,4765,1843
AUDI,AUDI S6 SEDAN,2023,AWD,2070,1459,4938,1887
AUDI,AUDI S7,2023,AWD,2095,1417,4979,1908
AUDI,AUDI S8 LWB,2023,AWD,2305,1473,5320,1945
AUDI,AUDI SQ5,2023,AWD,1985,1635,4689,1893
AUDI,AUDI SQ5 SPORTBACK,2023,AWD,2030,1664,4681,1892
AUDI,AUDI SQ7,2023,AWD,2390,1755,5071,1971
AUDI,AUDI SQ8,2023,AWD,2345,1708,5006,1995
AUDI,AUDI TT COUPE,2023,AWD,1492,1372,4191,1832
AUDI,AUDI TT ROADSTER,2023,AWD,1485,1353,4191,1832
AUDI,AUDI TTS COUPE,2023,AWD,1465,1343,4191,1832
BENTLEY,BENTAYGA HYBRID,2023,AWD,2692,1729,5125,1998
BENTLEY,BENTAYGA SPEED,2023,AWD,2495,1750,5154,1999
BENTLEY,BENTAYGA V8,2023,AWD,2416,1722,5125,1998
BENTLEY,BENTAYGA V8 EWB,2023,AWD,2595,1740,5337,2002
